J216	27 Nov 1752	"Copy of a Letter from Capt. M'Namara, of the Friendship, Arrived at Falmouth, from the Bay of Honduras, Dated Sept. 22."	New-York Mercury (16)	Sp siege	Baymen engage Sp	"Copy of a Letter from Capt. M'Namara, of the Friendship, Arrived at Falmouth, from the Bay of Honduras, Dated Sept. 22. (1752, November 27). New-York Mercury (16), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF17F88D47F80%402361296-10DEF17FAA9D8BC0%401-10DEF18025FF99A0%40Copy%2Bof%2Ba%2BLetter%2Bfrom%2BCapt.%2BM%2527Namara%252C%2Bof%2Bthe%2BFriendship%252C%2BArrived%2Bat%2BFalmouth%252C%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSept.%2B22."						
J217	27 Nov 1752	"New-York, November 20."	Boston Post-Boy (934)	Sp seizures / siege		"New-York, November 20. (1752, November 27). Boston Post-Boy (934), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D80FFF8B03500%402361296-108D81001D14C748%401-108D81005F7FDF90%40New-York%252C%2BNovember%2B20."						
J218	30 Nov 1752	"New-York, November 20."	Boston News-Letter (2630)			"New-York, November 20. (1752, November 30). Boston News-Letter (2630), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056689F5E88A65D%402361299-1056689F64A2A03B%400-1056689FC9138D7D%40New-York%252C%2BNovember%2B20."						
J219	25 Dec 1752	"Charles-Town, (in South-Carolina, December 4."	New-York Mercury (20)	Storm at Sea		"Charles-Town, (in South-Carolina, December 4. (1752, December 25). New-York Mercury (20), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEEF35E1FB91D8%402361324-10DEEF3607F61218%401-10DEEF36624C4DD0%40Charles-Town%252C%2B%2528in%2BSouth-Carolina%252C%2BDecember%2B4."						
J220	6 Jan 1753	"""News."""	Read's Weekly Journal Or British Gazetteer	Sp assault		"""News."" Read's Weekly Journal Or British Gazetteer, 6 Jan. 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001246745/BBCN?u=camb55135&sid=BBCN&xid=2947fed9. Accessed 16 Feb. 2021."						
J221	20 Jan 1753	"""News."""	Read's Weekly Journal Or British Gazetteer	Sp seizures		"""News."" Read's Weekly Journal Or British Gazetteer, 20 Jan. 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001246766/BBCN?u=camb55135&sid=BBCN&xid=2aef75cb. Accessed 16 Feb. 2021."						
J222	22 Jan 1753	"New-York, January 8."	Boston Evening-Post (908)			"New-York, January 8. (1753, January 22). Boston Evening-Post (908), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EBFF30DBF97A0%402361352-108EBFF352964148%401-108EBFF42BDA5180%40New-York%252C%2BJanuary%2B8."						
J223	27 Jan 1753	"""News."""	London Evening Post	Sp seizures		"""News."" London Evening Post, January 25, 1753 - January 27, 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000656185/BBCN?u=camb55135&sid=BBCN&xid=7a3c3eff. Accessed 16 Feb. 2021."						
J224	6 Mar 1753	"New-York, February 19."	Boston Gazette (10)	Sp seizures / siege		"New-York, February 19. (1753, March 6). Boston Gazette (10), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4975F34A37%402361395-10444F498D7FCD08%401-10444F49DB899D79%40New-York%252C%2BFebruary%2B19."						
J225	22 Mar 1753	"Newport, Rhode-Island, March 10. 1753."	Boston News-Letter (2646)			"Newport, Rhode-Island, March 10. 1753. (1753, March 22). Boston News-Letter (2646), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105669629D25F533%402361411-10566962C45212FF%401-105669630FD420A7%40Newport%252C%2BRhode-Island%252C%2BMarch%2B10.%2B1753."						
J226	2 Apr 1753	"New-York, March 12."	Boston Post-Boy (952)			"New-York, March 12. (1753, April 2). Boston Post-Boy (952), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D810C84D296B0%402361422-108D810CA9BCF3A8%401-108D810CE045BBE8%40New-York%252C%2BMarch%2B12."						
J227	3 Apr 1753	"New-York, March 12."	Boston Gazette (14)			"New-York, March 12. (1753, April 3). Boston Gazette (14), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4C22C3E0C9%402361423-10444F4C338F1340%401-10444F4C7287C438%40New-York%252C%2BMarch%2B12."						
J228	5 Apr 1753	"New-York, March 12."	Boston News-Letter (2648)			"New-York, March 12. (1753, April 5). Boston News-Letter (2648), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056697270C9CFD7%402361425-10566972776F1DB5%400-10566972E4D487CF%40New-York%252C%2BMarch%2B12."						
J229	16 Apr 1753	"New-York, April 9."	Boston Post-Boy (954)	Sp siege		"New-York, April 9. (1753, April 16). Boston Post-Boy (954), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D810DC62CB040%402361436-108D810DD60F9928%400-108D810E0A53D838%40New-York%252C%2BApril%2B9."						
J230	17 Apr 1753	"New-York, April 9."	Boston Gazette (16)			"New-York, April 9. (1753, April 17). Boston Gazette (16), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F4E4DB23E1D%402361437-10444F4E5D745CB5%401-10444F4EA8101CE6%40New-York%252C%2BApril%2B9."						
J231	20 Apr 1753	"New-York, April 9."	Boston News-Letter (2650)			"New-York, April 9. (1753, April 20). Boston News-Letter (2650), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566991F01E6F28%402361440-105669921D33BB89%401-105669926D7EBCE9%40New-York%252C%2BApril%2B9."						
J232	26 Apr 1753	"""News."""	London Evening Post	Sp seizures		"""News."" London Evening Post, April 24, 1753 - April 26, 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000656419/BBCN?u=camb55135&sid=BBCN&xid=e4e37cdc. Accessed 16 Feb. 2021."						
J233	7 Jun 1753	"""News."""	London Evening Post	Sp siege		"""News."" London Evening Post, June 5, 1753 - June 7, 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000656528/BBCN?u=camb55135&sid=BBCN&xid=0f944d2d. Accessed 16 Feb. 2021."						
J234	11 Jun 1753	[Capt. Bayne; Jamaica; Ackland; Capt. Dawel; Carthagena; Philadelphia].	New-York Mercury (44)	Sp assault / siege		"[Capt. Bayne; Jamaica; Ackland; Capt. Dawel; Carthagena; Philadelphia]. (1753, June 11). New-York Mercury (44), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF05888B48018%402361492-10DEF058C52100E8%402-10DEF0595BDD8B80%40%255BCapt.%2BBayne%253B%2BJamaica%253B%2BAckland%253B%2BCapt.%2BDawel%253B%2BCarthagena%253B%2BPhiladelphia%255D."						
J235	18 Jun 1753	"New-York, June 11."	Boston Evening-Post (929)	Sp assault / siege		"New-York, June 11. (1753, June 18). Boston Evening-Post (929), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC01419DFA070%402361499-108EC0142CA9D298%400-108EC014B80CDC98%40New-York%252C%2BJune%2B11."						
J236	7 Jul 1753	"""News."""	Read's Weekly Journal Or British Gazetteer	Sp at Sea		"""News."" Read's Weekly Journal Or British Gazetteer, 7 July 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001246941/BBCN?u=camb55135&sid=BBCN&xid=0a2970ed. Accessed 16 Feb. 2021."						
J237	12 Jul 1753	"Newport, Rhode-Island, June 29 1753."	Boston News-Letter (2662)	Sp seizures / siege		"Newport, Rhode-Island, June 29 1753. (1753, July 12). Boston News-Letter (2662), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A2D1CAEE965%402361523-10566A2D23E83EDF%400-10566A2DA28A726E%40Newport%252C%2BRhode-Island%252C%2BJune%2B29%2B1753."						
J238	6 Aug 1753	"New-York, July 30."	Boston Post-Boy (970)	Baymen seize Sp		"New-York, July 30. (1753, August 6). Boston Post-Boy (970), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D8116C105CF70%402361548-108D8116CF32E650%400-108D81170F6B1CF0%40New-York%252C%2BJuly%2B30."						
J239	7 Aug 1753	"New-York, July 30."	Boston Gazette (32)			"New-York, July 30. (1753, August 7). Boston Gazette (32), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F5A5567F6D4%402361549-10444F5A6CF1FCD3%401-10444F5AB48C9D3F%40New-York%252C%2BJuly%2B30."						
J240	9 Aug 1753	"New-York, July 30."	Boston News-Letter (2666)			"New-York, July 30. (1753, August 9). Boston News-Letter (2666), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A30FB3F647D%402361551-10566A31081D0B63%400-10566A315EE416BF%40New-York%252C%2BJuly%2B30."						
J241	20 Aug 1753	"""News."""	Public Advertiser	Sp seizures		"""News."" Public Advertiser, 20 Aug. 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001065965/BBCN?u=camb55135&sid=BBCN&xid=036e3174. Accessed 16 Feb. 2021."						
J242	8 Sep 1753	"""News."""	Read's Weekly Journal Or British Gazetteer	Sp seizures		"""News."" Read's Weekly Journal Or British Gazetteer, 8 Sept. 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001247009/BBCN?u=camb55135&sid=BBCN&xid=00181618. Accessed 16 Feb. 2021."						
J243	11 Sep 1753	"""News."""	London Evening Post	Pir / Sp seizures		"""News."" London Evening Post, September 8, 1753 - September 11, 1753. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000656791/BBCN?u=camb55135&sid=BBCN&xid=b5770334. Accessed 16 Feb. 2021."						
J244	7 Jan 1754	"Charlestown, South-Carolina, Nov. 20."	Boston Evening-Post (958)			"Charlestown, South-Carolina, Nov. 20. (1754, January 7). Boston Evening-Post (958), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC042525298F8%402361702-108EC0428FAAFC80%401-108EC0436DF42518%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B20."						
J245	7 Jan 1754	"Charlestown, in South-Carolina, Nov. 20."	Boston Post-Boy (983)			"Charlestown, in South-Carolina, Nov. 20. (1754, January 7). Boston Post-Boy (983), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D811C6634DE58%402361702-108D811C9791B100%401-108D811D0827F788%40Charlestown%252C%2Bin%2BSouth-Carolina%252C%2BNov.%2B20."						
J246	22 Jan 1754	"New-York, December 31."	Boston Gazette (56)	Sp siege ?		"New-York, December 31. (1754, January 22). Boston Gazette (56), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F6C8AF18943%402361717-10444F6CABF4DD34%402-10444F6CF7FD93B7%40New-York%252C%2BDecember%2B31."						
J247	4 Mar 1754	[Captain Edward Menzie; Rhode-Island; Misfortune; Brig; Key-Bokell].	New-York Mercury (82)	Sp seizures		"[Captain Edward Menzie; Rhode-Island; Misfortune; Brig; Key-Bokell]. (1754, March 4). New-York Mercury (82), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF18965C7F770%402361758-10DEF189AD203730%402-10DEF18A36A205E0%40%255BCaptain%2BEdward%2BMenzie%253B%2BRhode-Island%253B%2BMisfortune%253B%2BBrig%253B%2BKey-Bokell%255D."						
J248	21 Mar 1754	"New-York, February 23."	Boston News-Letter (2698)	Sp seizures		"New-York, February 23. (1754, March 21). Boston News-Letter (2698), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566A4AE4955E5A%402361775-10566A4B19ED57DF%401-10566A4B5BDEC4C1%40New-York%252C%2BFebruary%2B23."						
J249	25 Mar 1754	"New-York, February 25."	Boston Post-Boy (992)	Sp seizures		"New-York, February 25. (1754, March 25). Boston Post-Boy (992), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D8123E9661D30%402361779-108D8123F7C66D58%400-108D81246219F718%40New-York%252C%2BFebruary%2B25."						
J250	27 Jun 1754	"New-York, June 17."	Boston News-Letter (2712)	Sp at Sea		"New-York, June 17. (1754, June 27). Boston News-Letter (2712), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667ECADAC27FA%402361873-105667ECB2AED424%400-105667ED0E187EE8%40New-York%252C%2BJune%2B17."						
J251	15 Jul 1754	"New-York, July 8."	Boston Post-Boy (1008)	Sp assault		"New-York, July 8. (1754, July 15). Boston Post-Boy (1008), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D812B34F7C4C8%402361891-108D812B44519358%400-108D812BAACFE660%40New-York%252C%2BJuly%2B8."						
J252	18 Jul 1754	New-York July 8.	Boston News-Letter (2715)			"New-York July 8. (1754, July 18). Boston News-Letter (2715), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667EEC4723670%402361894-105667EEE55EC383%401-105667EF31FB2F42%40New-York%2BJuly%2B8."						
J253	5 Aug 1754	"Boston, July 25."	New-York Mercury (104)	Sp assault		"Boston, July 25. (1754, August 5). New-York Mercury (104), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF1AC1D426EC8%402361912-10DEF1AC61F66988%402-10DEF1ACCB031B68%40Boston%252C%2BJuly%2B25."						
J254	5 Aug 1754	"Boston, July 25."	New-York Mercury (104)			"Boston, July 25. (1754, August 5). New-York Mercury (104), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF1AC1D426EC8%402361912-10DEF1AC61F66988%402-10DEF1ACCB031B68%40Boston%252C%2BJuly%2B25."						
J255	27 Aug 1754	"A Letter from a Gentleman in Rhode-Island, to His Friend in Boston."	Boston Gazette (87)	Sp assault		"A Letter from a Gentleman in Rhode-Island, to His Friend in Boston. (1754, August 27). Boston Gazette (87), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-10444F85332F8990%402361934-10444F8554214522%402-10444F85959D838C%40A%2BLetter%2Bfrom%2Ba%2BGentleman%2Bin%2BRhode-Island%252C%2Bto%2BHis%2BFriend%2Bin%2BBoston."						
J256	12 Sep 1754	"New-York, September 2."	Boston News-Letter (2723)			"New-York, September 2. (1754, September 12). Boston News-Letter (2723), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667F61297D5B8%402361950-105667F61B66AC9C%400-105667F6685DE9FC%40New-York%252C%2BSeptember%2B2."						
J257	14 Sep 1754	"""News."""	Whitehall Evening Post [1770]	Sp assault		"""News."" Whitehall Evening Post [1770], September 12, 1754 - September 14, 1754. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001652222/BBCN?u=camb55135&sid=BBCN&xid=6a565be7. Accessed 16 Feb. 2021."						
J258	14 Oct 1754	"New-York, October 7."	Boston Evening-Post (998)	Sp assault	Sp force evacuation	"New-York, October 7. (1754, October 14). Boston Evening-Post (998), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108EC07CC182FE50%402361982-108EC07CF25ED620%401-108EC07D6BBD1CF0%40New-York%252C%2BOctober%2B7."						
J259	17 Oct 1754	"New-York, October 7."	Boston News-Letter (2728)			"New-York, October 7. (1754, October 17). Boston News-Letter (2728), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667FB102CD8F1%402361985-105667FB1740694B%400-105667FB8C757D28%40New-York%252C%2BOctober%2B7."						
J260	4 Nov 1754	"New-York, October 23."	Boston Post-Boy (1024)	Sp siege	Sp settle Bay	"New-York, October 23. (1754, November 4). Boston Post-Boy (1024), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-108D813811ACDB48%402362003-108D81384016B480%401-108D813897958D48%40New-York%252C%2BOctober%2B23."						
