Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	535	"RED;;;ID=S 816;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Morrell;;;NAME 0=xnp;;;CITED=1;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Flowers and Fruits form the Wilderness; or Thirty-six years in Texas and two Winters in Honduras;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Gould and Lincoln ; Bryan, Tex. : Sunday-school and Colportage Board;;;PLACE 2=Boston;;;PLACE 3=USA;;;START 1=1872;;;STOP 1=np;;;NAME 3=E. Z. N. Morrell;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/4715642;;;DESC 1=xviii, 426 pages : illustrations ; 20 cm;;;NOTE=xnp;;;LINK=xxx;;;END=###"							
	536	"RED;;;ID=S 818;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=CDI;;;NAME 0=xnp;;;CITED=2;;;START 0=1251;;;STOP 0=1796;;;SIZE=42;;;UNITS=vols;;;NAME 1=Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especial del de las Indias;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Imprenta de M. Bernaldo de Quirós;;;PLACE 2=Madrid;;;PLACE 3=Spain;;;START 1=1864;;;STOP 1=1884;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512446165190003941 / http://id.lib.harvard.edu/alma/990009810530203941/catalog;;;DESC 1=42 v. ; 22 cm;;;NOTE=xnp;;;LINK=http://id.lib.harvard.edu/alma/99154275040603941/catalog;;;END=###"							
	537	"RED;;;ID=S 820;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=CO List y;;;NAME 0=xnp;;;CITED=0;;;START 0=1861;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=xxx;;;NAME 1=Colonial Office List;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1862;;;STOP 1=xxx;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/810618958;;;DESC 1=xxx;;;NOTE== *Dominions Office and Colonial Office List* 1926–1940 / *Commonwealth Relations Office list* 1951–1965 / *Commonwealth Relations Office Yearbook* 1966 / *Commonwealth Office Yearbook* 1967–1968 / *Yearbook of the Commonwealth* 1969–1986 / *Commonwealth Yearbook* 1987–2015 / Further see [London, Stanford, 1863] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/896700831;;;LINK=HathiTrust: http://id.lib.harvard.edu/alma/990047460900203941/catalog / LLMC: http://id.lib.harvard.edu/alma/99154274721603941/catalog / Google v 1: https://www.google.com/books/edition/_/GtANAAAAQAAJ?hl=en&gbpv=0 / LLMC 1951: http://id.lib.harvard.edu/alma/99154274721703941/catalog;;;END=###"							
	538	"RED;;;ID=S 822;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=CSPC;;;NAME 0=nn CSPC;;;CITED=38;;;START 0=1574;;;STOP 0=1739;;;SIZE=41;;;UNITS=vols;;;NAME 1=Calendar of State Papers, Colonial, America and West Indies;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Longman, Green, Longman, and Roberts;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1860;;;STOP 1=1994;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1497391;;;DESC 1=41 volumes ; 26-28 cm;;;NOTE=Guide Link: https://www.british-history.ac.uk/catalogue/guides-and-calendars / Possibly Printed by Longman, Green, Longman & Roberts for HMSO;;;LINK=https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/search/series/cal-state-papers--colonial--america-west-indies;;;END=###"							
	539	RED;;;ID=S 824;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Laws 1857;;;NAME 0=xnp;;;CITED=3;;;START 0=1765;;;STOP 0=1857;;;SIZE=1;;;UNITS=vols;;;NAME 1=The laws of the settlement of British Honduras in force in the twentieth year of the reign of Her Majesty Queen Victoria;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Daly;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1857;;;STOP 1=np;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/45638792;;;DESC 1=2 volumes in 1;;;NOTE=xnp;;;LINK=xnp;;;END=###							
	540	"RED;;;ID=S 826;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=US State 1856;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Documents relative to Central American affairs and the enlistment question;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Cornelius Wendell, Printer;;;PLACE 2=Washington;;;PLACE 3=USA;;;START 1=1856;;;STOP 1=np;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/85798817;;;DESC 1=485 pages, [1] folded leaf of plates : folded map ; 23 cm;;;NOTE=xnp;;;LINK=Gale: https://link.gale.com/apps/doc/CY0102905680/SABN?u=camb55135&sid=SABN&xid=e04c57fa / Google: https://www.google.com/books/edition/Documents_Relative_to_Central_American_A/2uoWAAAAYAAJ?hl=en&gbpv=0;;;END=###"							
	541	"RED;;;ID=S 830;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Squier W;;;NAME 0=Squier, Waikna;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Waikna, or, Adventures on the Mosquito shore;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Sampson Low, Son & Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1855;;;STOP 1=np;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/11634373;;;DESC 1=366 pages : illustrations, map, plates ; 20 cm;;;NOTE=Further see [New York, Harper & Bros, 1855] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1136536736;;;LINK=https://link.gale.com/apps/doc/CY0103178029/SABN?u=camb55135&sid=SABN&xid=f8bae517;;;END=###"							
	542	RED;;;ID=S 832;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=Grey;;;NAME 0=xnp;;;CITED=7;;;START 0=np;;;STOP 0=np;;;SIZE=2;;;UNITS=vols;;;NAME 1=The colonial policy of Lord John Russell's administration;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Richard Bentley;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1853;;;STOP 1=1853;;;NAME 3=H. G. Grey;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/4170466;;;DESC 1=2 v. : 22 cm;;;NOTE=2nd ed with additions published 1853;;;LINK=1st Ed: https://link.gale.com/apps/doc/CY0107048657/SABN?u=camb55135&sid=primo&xid=73718bc7&pg=1 / 2d Ed: http://id.lib.harvard.edu/alma/990025629990203941/catalog;;;END=###							
	543	"RED;;;ID=S 834;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Clayton;;;NAME 0=xnp;;;CITED=5;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853 : in vindication of the Central American treaty concluded with Great Britain on the 19th of April, 1850;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by Kirkwood & McGill;;;PLACE 2=Washington;;;PLACE 3=USA;;;START 1=1853;;;STOP 1=np;;;NAME 3=J. M. Clayton;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/85788471;;;DESC 1=43 pages;;;NOTE=xnp;;;LINK=https://link.gale.com/apps/doc/CY0104293458/SABN?u=camb55135&sid=SABN&xid=1d289d88&pg=14;;;END=###"							
	544	"RED;;;ID=S 836;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Oviedo;;;NAME 0=xnp;;;CITED=4;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=4;;;UNITS=vols;;;NAME 1=Historia general y natural de las Indias, islas y tierra-firme del mar océano;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Impr. de la Real Academia de la Historia;;;PLACE 2=Madrid;;;PLACE 3=Spain;;;START 1=1851;;;STOP 1=1855;;;NAME 3=G. F. de Oviedo y Valdés;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/562514737 / http://id.lib.harvard.edu/alma/990042658110203941/catalog;;;DESC 1=3 pts. in 4 v. : plates, maps, plans ; 32 cm.;;;NOTE=First vol published 1535 in Seville / intended as 3 vols / First full publication 1851–1855 in Madrid by RAH in 4 vols;;;LINK=v 1: http://www.cervantesvirtual.com/nd/ark:/59851/bmc668b5 / V 2: http://www.cervantesvirtual.com/nd/ark:/59851/bmc2f7m2 / V 3: http://www.cervantesvirtual.com/nd/ark:/59851/bmcsb4c5 / V 4: http://www.cervantesvirtual.com/nd/ark:/59851/bmcc53h5;;;END=###"							
	545	"RED;;;ID=S 838;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Crowe;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The gospel in Central America; containing a sketch of the country, physical and geographical, historical and political, moral and religious: a history of the Baptist mission in British Honduras, and of the introduction of the Bible into the Spanish American republic of Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Charles Gilpin, 5, Bishopsgate Street Without ; Edinburgh : Adam and Charles Black ; Dublin : J.B. Gilpin;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1850;;;STOP 1=np;;;NAME 3=F. Crowe;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/228669289;;;DESC 1=xii, 588 pages, 1 unnumbered leaf of plates : map;;;NOTE=xnp;;;LINK=https://www.google.com/books/edition/The_Gospel_in_Central_America/bbfvrEZZYa4C?hl=en&gbpv=1&printsec=frontcover;;;END=###"							
	546	"RED;;;ID=S 840;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Samuel;;;NAME 0=xnp;;;CITED=24;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The Wesleyan Methodist mission in Jamaica and Honduras;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Partridge & Oakey : Sold by J. Mason;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1850;;;STOP 1=np;;;NAME 3=P. Samuel;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/678062432;;;DESC 1=320 pages, 34 unnumbered leaves of plates : illustrations;;;NOTE=xnp;;;LINK=Readex: https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_newsbank_primary_AFAMER_S1917 / EBSCO: http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=h7h&AN=38332667&site=ehost-live&scope=site;;;END=###"							
	547	"RED;;;ID=S 842;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Jarves;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Scenes and Scenery in the Sandwich Islands, and a Trip Through Central America Being Observations from My Note-book During the Years 1837-1842;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=James Monroe and Co.;;;PLACE 2=Boston;;;PLACE 3=USA;;;START 1=1843;;;STOP 1=np;;;NAME 3=J. J. Jarves;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/11861023;;;DESC 1=xi, [13]-341 pages, 4 plates : map ; 20 cm;;;NOTE=xnp;;;LINK=https://www.google.com/books/edition/Scenes_and_Scenery_in_the_Sandwich_Islan/dawbaX-jbt4C?hl=en&gbpv=0;;;END=###"							
	548	RED;;;ID=S 844;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=CDIE;;;NAME 0=xnp;;;CITED=2;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=113;;;UNITS=vols;;;NAME 1=Colección de documentos inéditos para la historia de España;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Impr. de la viuda de Calero;;;PLACE 2=Madrid;;;PLACE 3=Spain;;;START 1=1842;;;STOP 1=1895;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1056255507 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/300090761 / http://id.lib.harvard.edu/alma/990072058750203941/catalog;;;DESC 1=113 v. ; 22 cm;;;NOTE=112 vols [1842–95] mentioned in some literature eg Díaz-Trechuelo Spínola 1970 Link: http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/america-en-la-coleccion-de-documentos-ineditos/docview/1300364864/se-2?accountid=11311 / Guide = xxx;;;LINK=http://id.lib.harvard.edu/alma/990072058750203941/catalog;;;END=###							
	549	"RED;;;ID=S 846;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=FSP;;;NAME 0=SPF Spain;;;CITED=2;;;START 0=1373;;;STOP 0=1974;;;SIZE=170;;;UNITS=vols;;;NAME 1=British and Foreign State Papers;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=James Ridgway and Sons, Piccadilly;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1812;;;STOP 1=1977;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/530752404 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/786477373;;;DESC 1=170 volumes ; 23 cm;;;NOTE=Guide = xxx;;;LINK=http://id.lib.harvard.edu/alma/99154275019103941/catalog;;;END=###"							
	550	"RED;;;ID=S 848;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Stephens;;;NAME 0=xnp;;;CITED=6;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=2;;;UNITS=vols;;;NAME 1=Incidents of travel in Central America, Chiapas, and Yucatan;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=John Murray;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1841;;;STOP 1=1841;;;NAME 3=J. L. Stephens;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/7349861;;;DESC 1=2 volumes : illustrations, maps, plans ; 23 cm;;;NOTE=xnp;;;LINK=Google v1: https://www.google.com/books/edition/Incidents_of_Travel_in_Central_America_C/4y8TAAAAYAAJ?hl=en / Google v2: https://www.google.com/books/edition/_/Pu0MAAAAIAAJ?hl=en&sa=X&ved=2ahUKEwiUoq-n-rvwAhVlUN8KHbXYASEQ8fIDegQIARAD;;;END=###"							
	551	"RED;;;ID=S 850;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Eastern Coast Co;;;NAME 0=ECCACAC;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the State of Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Whittaker and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1839;;;STOP 1=np;;;NAME 3=Eastern Coast of Central America Commercial & Agricultural Co.;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/183095405;;;DESC 1=137 pages, 1 unnumbered leaf of plates : map;;;NOTE=xnp;;;LINK=https://link.gale.com/apps/doc/U0105696622/MOME?u=camb55135&sid=MOME&xid=7e4b2aed;;;END=###"							
	552	"RED;;;ID=S 854;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Haefkens;;;NAME 0=Haefkens;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Centraal Amerika : uit een geschiedkundig, aardrijkskundig en statistiek oogpunt beschouwd;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Bij Blussé en van Braam;;;PLACE 2=Dordrecht;;;PLACE 3=Netherlands;;;START 1=1832;;;STOP 1=np;;;NAME 3=J. Haefkens;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Barke H 182;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/12185860;;;DESC 1=xv, [1], 488 pages, 5 unnumbered leaves of plates (3 folded) : illustrations, map ; 21 cm;;;NOTE=Sp edition by Theodora J. M. van Lottum, xxx [Guatemala, Editorial Universitaria, 1969];;;LINK=Dutch: https://www.google.com/books/edition/Centraal_Amerika/QEwCAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover;;;END=###"							
	553	"RED;;;ID=S 856;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Dunn;;;NAME 0=Dunn G;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Guatimala : or the United provinces of Central America in 1827-8, being sketches and memorandums made during a twelve months' residence in that Republic;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=G. and C. Carvill, Broadway;;;PLACE 2=New York;;;PLACE 3=USA;;;START 1=1828;;;STOP 1=np;;;NAME 3=H. Dunn;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1152760802 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/733086446;;;DESC 1=318, [2] Seiten 22 cm;;;NOTE=xnp;;;LINK=Google: https://www.google.com/books/edition/Guatimala_Or_the_Republic_of_Central_Ame/y3VHAAAAYAAJ?hl=en / HathiTrust: https://hdl.handle.net/2027/hvd.32044050955863;;;END=###"							
	554	"RED;;;ID=S 858;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Roberts;;;NAME 0=xnp;;;CITED=xxx;;;START 0=1816;;;STOP 0=1822;;;SIZE=1;;;UNITS=vols;;;NAME 1=Narrative of voyages and excursions on the East coast and in the interior of Central America ...;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for Constable & Co., Edinburgh, and Hurst, Chance & Co., London;;;PLACE 2=Edinburgh;;;PLACE 3=UK;;;START 1=1827;;;STOP 1=np;;;NAME 3=O. W. Roberts;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/65254579;;;DESC 1=302 pages, 3 unnumbered leaves of plates : illustrations;;;NOTE=xnp;;;LINK=xxx;;;END=###"							
	555	"RED;;;ID=S 860;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Hon Alm;;;NAME 0=Hon Alm nn;;;CITED=7;;;START 0=1826;;;STOP 0=1839;;;SIZE=6;;;UNITS=vols;;;NAME 1=Honduras Almanack;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1826;;;STOP 1=1839;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/682190774 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/266074037;;;DESC 1=xxx;;;NOTE=Desc v 1 = 92, [4] pages, 2 unnumbered leaves of plates : illustrations (engravings), tables ; 18 cm (12mo) / vols for 1826, 1827, 1828, 1829, 1830, 1839 / 1826 Extract Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A145EB27AE90296CD%40EANX-14CA6E8DB2A50AC8%402389038-14CA67053AA11820%403 / 1829 Link: http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_8627122_000/ldpd_8627122_000.pdf / Though see Hon Alm 1880 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/84168143 / Published by authority of the magistrates / Published by authority of the Legislative Assembly;;;LINK=xnp;;;END=###"							
	556	"RED;;;ID=S 862;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Winthrop;;;NAME 0=Winthrop nn;;;CITED=xxx;;;START 0=1630;;;STOP 0=1649;;;SIZE=2;;;UNITS=vols;;;NAME 1=History of New England from 1630 to 1649;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by Phelps and Farnham;;;PLACE 2=Boston;;;PLACE 3=USA;;;START 1=1825;;;STOP 1=1826;;;NAME 3=J. Winthrop, J. Savage;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1454285;;;DESC 1=2 volumes, 2 unnumbered leaves of plates (1 folded) : facsimile, portrait ; 23 cm;;;NOTE=xnp;;;LINK=Google v1: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/GMMSAAAAYAAJ?hl=en&gbpv=0 / Google v2: https://www.google.com/books/edition/The_History_of_New_England_from_1630_to/ycISAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover;;;END=###"							
	557	"RED;;;ID=S 864;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Arthur;;;NAME 0=xnp;;;CITED=40;;;START 0=1812;;;STOP 0=1824;;;SIZE=1;;;UNITS=vols;;;NAME 1=A candid examination of ""The defense of the settlers of Honduras"" : or, A fair inquiry into the truth and justice of their accusations against Colonel George Arthur, late Superintendent of that settlement;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for J. Butterworth and Son, 43, Fleet Street ; And J. Hatchard and Son, Piccadilly;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1824;;;STOP 1=np;;;NAME 3=G. Arthur, J. Armstrong;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1065669926 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/743340431 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/221029032 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/65256693;;;DESC 1=vii, 67 pages ; 22 cm;;;NOTE=xnp;;;LINK=Gale: https://link.gale.com/apps/doc/U0107412823/MOME?u=camb55135&sid=MOME&xid=ace432cc / Google: https://www.google.com/books/edition/A_Candid_Examination_of_The_Defence_of_t/5OGkj82tbQEC?hl=en&gbpv=1;;;END=###"							
	558	"RED;;;ID=S 866;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Codd;;;NAME 0=xnp;;;CITED=4;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Proceedings of an enquiry and investigation instituted by Major General Codd, His Majesty's Superintendent and Commander-in-Chief at Belize, Honduras. Relative of Poyais.;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Lawler and Quick;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1824;;;STOP 1=np;;;NAME 3=E. Codd;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 3 xxx;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/65253678;;;DESC 1=171p : tables ; 8vo.;;;NOTE=xnp;;;LINK=xxx;;;END=###"							
